LON,LAT,PGA-DD1,PGA-DD2,PGA-DD3,PGA-DD4,Ss-DD1,Ss-DD2,Ss-DD3,Ss-DD4,S1-DD1,S1-DD2,S1-DD3,S1-DD4,PGV-DD4,PGV-DD3,PGV-DD2,PGV-DD1
35.95,41.55,0.36,0.189,0.073,0.051,0.861,0.44,0.163,0.112,0.285,0.159,0.064,0.045,3.872,5.485,13.23,23.489
35.95,41.65,0.356,0.183,0.067,0.046,0.852,0.425,0.152,0.104,0.271,0.151,0.06,0.042,3.595,5.155,12.55,22.575
35.95,41.75,0.365,0.183,0.063,0.042,0.873,0.425,0.143,0.094,0.267,0.147,0.057,0.04,3.328,4.835,12.24,22.508
35.95,41.85,0.392,0.188,0.059,0.039,0.939,0.436,0.133,0.086,0.274,0.146,0.055,0.038,3.1,4.574,12.297,23.628
35.95,41.95,0.458,0.2,0.056,0.036,1.113,0.463,0.124,0.08,0.304,0.149,0.053,0.035,2.896,4.333,12.909,27.542
35.95,42.05,0.584,0.223,0.052,0.033,1.417,0.521,0.116,0.074,0.372,0.16,0.05,0.033,2.718,4.119,14.417,35.386
35.95,42.15,0.669,0.266,0.05,0.031,1.645,0.621,0.11,0.068,0.433,0.173,0.048,0.03,2.52,3.951,16.327,41.921
35.95,42.25,0.727,0.292,0.048,0.029,1.789,0.675,0.106,0.063,0.456,0.179,0.045,0.028,2.336,3.756,17.459,44.087
35.95,42.35,0.713,0.263,0.045,0.027,1.724,0.61,0.101,0.059,0.453,0.165,0.041,0.026,2.135,3.425,15.876,44.5
35.95,42.45,0.451,0.198,0.042,0.025,1.102,0.454,0.094,0.055,0.302,0.13,0.037,0.022,1.928,3.086,11.869,28.247
35.95,42.55,0.34,0.16,0.039,0.022,0.817,0.368,0.086,0.049,0.234,0.109,0.032,0.019,1.65,2.765,9.649,20.716
35.95,42.65,0.301,0.14,0.034,0.02,0.708,0.317,0.076,0.043,0.202,0.096,0.028,0.016,1.414,2.417,8.353,17.576
36.05,34.95,0.496,0.252,0.091,0.064,1.179,0.578,0.202,0.142,0.331,0.16,0.059,0.042,3.308,4.601,13.334,29.403
36.05,35.05,0.492,0.251,0.091,0.064,1.164,0.574,0.202,0.142,0.328,0.16,0.059,0.043,3.292,4.56,13.039,28.61
36.05,35.15,0.455,0.238,0.089,0.064,1.081,0.546,0.198,0.141,0.319,0.159,0.059,0.042,3.267,4.492,12.431,26.547
36.05,35.25,0.46,0.241,0.091,0.065,1.092,0.551,0.201,0.143,0.322,0.161,0.06,0.043,3.314,4.548,12.475,26.483
36.05,35.35,0.476,0.251,0.094,0.067,1.132,0.574,0.209,0.148,0.33,0.165,0.061,0.044,3.443,4.728,12.964,27.273
36.05,35.45,0.497,0.263,0.1,0.071,1.183,0.603,0.219,0.155,0.341,0.17,0.063,0.045,3.651,5.019,13.767,28.68
36.05,35.55,0.545,0.288,0.107,0.076,1.294,0.658,0.235,0.165,0.36,0.179,0.066,0.047,3.906,5.444,15.098,31.321
36.05,35.65,0.575,0.302,0.113,0.079,1.372,0.697,0.251,0.175,0.378,0.187,0.068,0.049,4.151,5.843,16.26,33.762
36.05,35.75,0.577,0.308,0.118,0.083,1.39,0.719,0.266,0.185,0.385,0.193,0.071,0.05,4.429,6.293,17.245,34.939
36.05,35.85,0.614,0.336,0.127,0.088,1.513,0.797,0.29,0.2,0.415,0.211,0.076,0.053,4.788,6.993,19.801,38.437
36.05,35.95,0.852,0.447,0.143,0.094,2.108,1.059,0.321,0.213,0.56,0.269,0.081,0.055,5.167,7.825,27.371,53.967
36.05,36.05,1.021,0.517,0.15,0.098,2.479,1.205,0.336,0.22,0.656,0.306,0.084,0.056,5.365,8.222,31.706,63.7
36.05,36.15,0.818,0.427,0.144,0.096,2.009,1.007,0.323,0.218,0.518,0.254,0.082,0.055,5.375,7.996,25.691,50.542
36.05,36.25,0.677,0.364,0.135,0.093,1.668,0.86,0.306,0.212,0.45,0.225,0.079,0.054,5.297,7.652,21.908,42.94
36.05,36.35,0.598,0.325,0.127,0.089,1.468,0.771,0.291,0.205,0.411,0.207,0.076,0.053,5.117,7.286,19.603,38.271
36.05,36.45,0.542,0.297,0.118,0.084,1.317,0.696,0.27,0.191,0.375,0.193,0.073,0.051,4.832,6.8,17.82,34.26
36.05,36.55,0.496,0.275,0.111,0.079,1.202,0.64,0.252,0.178,0.346,0.182,0.07,0.049,4.581,6.424,16.474,31.14
36.05,36.65,0.488,0.269,0.108,0.077,1.179,0.624,0.244,0.172,0.333,0.176,0.068,0.048,4.443,6.231,15.883,29.965
36.05,36.75,0.502,0.275,0.108,0.076,1.211,0.636,0.243,0.17,0.334,0.176,0.067,0.047,4.383,6.181,15.983,30.316
36.05,36.85,0.524,0.284,0.109,0.076,1.266,0.655,0.244,0.169,0.34,0.177,0.067,0.047,4.331,6.139,16.24,31.234
36.05,36.95,0.569,0.295,0.109,0.075,1.368,0.68,0.244,0.168,0.358,0.18,0.066,0.046,4.274,6.076,16.642,33.826
36.05,37.05,0.561,0.295,0.109,0.075,1.352,0.682,0.244,0.167,0.35,0.177,0.065,0.045,4.224,6.017,16.474,32.952
36.05,37.15,0.54,0.289,0.108,0.074,1.302,0.665,0.242,0.166,0.334,0.172,0.064,0.045,4.164,5.924,15.85,31.237
36.05,37.25,0.533,0.285,0.107,0.073,1.28,0.654,0.239,0.164,0.325,0.167,0.063,0.044,4.097,5.823,15.385,30.381
36.05,37.35,0.53,0.282,0.105,0.071,1.274,0.649,0.236,0.161,0.32,0.164,0.062,0.043,4.028,5.744,15.218,30.112
36.05,37.45,0.542,0.288,0.105,0.069,1.31,0.665,0.234,0.157,0.33,0.167,0.061,0.042,3.969,5.72,15.713,31.336
36.05,37.55,0.661,0.32,0.103,0.066,1.594,0.746,0.232,0.152,0.401,0.182,0.061,0.041,3.897,5.719,17.869,40.196
36.05,37.65,0.666,0.32,0.098,0.063,1.609,0.747,0.223,0.145,0.403,0.181,0.059,0.04,3.788,5.583,18.096,40.521
36.05,37.75,0.561,0.285,0.092,0.059,1.352,0.66,0.209,0.135,0.335,0.163,0.057,0.039,3.615,5.357,15.944,32.781
36.05,37.85,0.505,0.252,0.084,0.055,1.212,0.588,0.191,0.125,0.302,0.149,0.054,0.037,3.42,5.027,14.302,29.348
36.05,37.95,0.475,0.224,0.076,0.051,1.13,0.521,0.171,0.114,0.285,0.139,0.051,0.035,3.225,4.661,12.963,27.743
36.05,38.05,0.399,0.191,0.067,0.046,0.951,0.444,0.152,0.105,0.255,0.127,0.048,0.033,3.039,4.32,11.645,24.098
36.05,38.15,0.377,0.173,0.061,0.042,0.893,0.402,0.138,0.095,0.243,0.12,0.045,0.032,2.901,4.079,10.884,22.895
36.05,38.25,0.374,0.161,0.057,0.04,0.876,0.373,0.127,0.089,0.237,0.115,0.044,0.031,2.805,3.91,10.309,22.518
36.05,38.35,0.322,0.15,0.054,0.038,0.764,0.344,0.12,0.084,0.211,0.109,0.042,0.03,2.736,3.784,9.615,19.459
36.05,38.45,0.295,0.141,0.052,0.037,0.696,0.324,0.115,0.081,0.197,0.104,0.041,0.029,2.683,3.666,9.101,17.761
36.05,38.55,0.286,0.137,0.051,0.036,0.673,0.316,0.113,0.08,0.191,0.101,0.04,0.029,2.628,3.586,8.849,17.199
36.05,38.65,0.295,0.142,0.051,0.036,0.697,0.326,0.114,0.08,0.194,0.101,0.04,0.029,2.616,3.577,8.919,17.607
36.05,38.75,0.325,0.154,0.053,0.037,0.771,0.355,0.118,0.082,0.204,0.105,0.041,0.029,2.66,3.661,9.377,18.926
36.05,38.85,0.35,0.17,0.056,0.039,0.836,0.393,0.125,0.085,0.223,0.115,0.044,0.031,2.822,3.947,10.438,20.75
36.05,38.95,0.404,0.194,0.059,0.04,0.966,0.447,0.131,0.088,0.25,0.125,0.046,0.033,2.929,4.129,11.661,23.873
36.05,39.05,0.526,0.224,0.061,0.041,1.247,0.516,0.135,0.09,0.312,0.141,0.049,0.034,3.027,4.289,13.456,31.528
36.05,39.15,0.537,0.223,0.061,0.041,1.265,0.511,0.136,0.091,0.316,0.143,0.05,0.036,3.098,4.365,13.46,32.107
36.05,39.25,0.397,0.188,0.06,0.042,0.942,0.433,0.134,0.092,0.253,0.131,0.051,0.037,3.171,4.408,11.737,23.559
36.05,39.35,0.354,0.169,0.059,0.042,0.837,0.389,0.131,0.092,0.238,0.127,0.052,0.038,3.233,4.425,11.016,21.409
36.05,39.45,0.332,0.159,0.058,0.042,0.784,0.365,0.13,0.093,0.235,0.127,0.053,0.039,3.315,4.484,10.849,20.681
36.05,39.55,0.334,0.162,0.06,0.044,0.794,0.374,0.135,0.097,0.242,0.132,0.055,0.04,3.48,4.663,11.174,21.109
36.05,39.65,0.383,0.182,0.064,0.046,0.906,0.418,0.144,0.104,0.262,0.141,0.058,0.042,3.744,4.978,12.098,23.352
36.05,39.75,0.437,0.197,0.068,0.05,1.037,0.451,0.152,0.109,0.293,0.152,0.061,0.044,3.907,5.281,13.167,27.022
36.05,39.85,0.442,0.2,0.072,0.053,1.048,0.46,0.16,0.115,0.306,0.159,0.064,0.047,4.075,5.516,13.705,27.958
36.05,39.95,0.401,0.198,0.077,0.056,0.953,0.457,0.17,0.123,0.302,0.163,0.067,0.05,4.28,5.794,13.969,26.135
36.05,40.05,0.445,0.213,0.082,0.06,1.058,0.491,0.184,0.135,0.333,0.177,0.072,0.053,4.54,6.155,15.181,29.395
36.05,40.15,0.436,0.223,0.09,0.066,1.044,0.518,0.204,0.149,0.348,0.189,0.077,0.056,4.898,6.63,16.063,29.811
36.05,40.25,0.434,0.238,0.102,0.075,1.048,0.56,0.228,0.166,0.375,0.205,0.083,0.06,5.37,7.336,17.242,30.955
36.05,40.35,0.513,0.288,0.118,0.086,1.251,0.675,0.271,0.197,0.438,0.235,0.092,0.065,5.896,8.21,20.375,36.35
36.05,40.45,0.742,0.405,0.153,0.108,1.825,0.958,0.348,0.244,0.584,0.299,0.108,0.075,6.93,9.979,27.09,50.498
36.05,40.55,1.132,0.592,0.196,0.133,2.785,1.399,0.448,0.305,0.853,0.407,0.127,0.085,8.086,12.045,39.078,77.772
36.05,40.65,0.882,0.503,0.206,0.146,2.213,1.212,0.471,0.331,0.703,0.367,0.133,0.09,8.658,12.606,33.188,60.174
36.05,40.75,0.945,0.529,0.214,0.152,2.34,1.269,0.493,0.347,0.756,0.39,0.139,0.093,9,13.205,35.181,64.568
36.05,40.85,1.163,0.65,0.234,0.158,2.92,1.574,0.546,0.363,0.889,0.452,0.147,0.095,9.212,14.35,43.104,79.31
36.05,40.95,1.151,0.642,0.231,0.152,2.888,1.554,0.534,0.346,0.868,0.441,0.143,0.09,8.763,13.945,45.51,84.328
36.05,41.05,0.8,0.453,0.177,0.122,1.984,1.094,0.411,0.285,0.628,0.326,0.116,0.079,7.548,11.043,29.835,54.393
36.05,41.15,0.552,0.316,0.13,0.092,1.351,0.756,0.3,0.212,0.46,0.25,0.096,0.066,6.003,8.624,21.705,38.495
36.05,41.25,0.446,0.252,0.105,0.074,1.085,0.595,0.237,0.166,0.378,0.21,0.083,0.058,5.177,7.365,17.665,31.088
36.05,41.35,0.403,0.22,0.089,0.062,0.965,0.516,0.204,0.142,0.331,0.185,0.075,0.053,4.501,6.389,15.503,27.307
36.05,41.45,0.381,0.203,0.079,0.055,0.911,0.471,0.179,0.123,0.301,0.169,0.069,0.048,4.104,5.824,14.148,24.902
36.05,41.55,0.371,0.192,0.073,0.05,0.887,0.448,0.163,0.111,0.283,0.158,0.064,0.045,3.836,5.45,13.174,23.474
36.05,41.65,0.372,0.189,0.068,0.045,0.889,0.439,0.153,0.103,0.272,0.151,0.06,0.042,3.555,5.132,12.616,22.868
36.05,41.75,0.391,0.191,0.063,0.042,0.936,0.444,0.144,0.094,0.272,0.148,0.057,0.039,3.295,4.825,12.453,23.375
36.05,41.85,0.432,0.197,0.059,0.039,1.042,0.457,0.133,0.086,0.288,0.148,0.055,0.037,3.063,4.55,12.654,25.606
36.05,41.95,0.496,0.202,0.055,0.036,1.198,0.468,0.123,0.079,0.325,0.152,0.052,0.034,2.859,4.289,13.17,30.173
36.05,42.05,0.592,0.226,0.052,0.033,1.433,0.528,0.115,0.073,0.381,0.161,0.05,0.032,2.692,4.095,14.54,36.498
36.05,42.15,0.642,0.266,0.05,0.031,1.594,0.621,0.11,0.067,0.417,0.171,0.047,0.03,2.491,3.933,16.21,40.136
36.05,42.25,0.766,0.296,0.048,0.029,1.87,0.685,0.106,0.063,0.475,0.181,0.045,0.028,2.31,3.729,17.723,46.031
36.05,42.35,0.679,0.256,0.046,0.027,1.65,0.594,0.101,0.059,0.442,0.161,0.041,0.025,2.117,3.419,15.413,43.414
36.05,42.45,0.423,0.192,0.043,0.025,1.029,0.442,0.094,0.055,0.286,0.126,0.036,0.022,1.894,3.053,11.451,26.16
36.05,42.55,0.336,0.16,0.039,0.022,0.806,0.365,0.086,0.049,0.228,0.107,0.031,0.019,1.623,2.744,9.466,20.176
36.15,34.95,0.539,0.273,0.093,0.064,1.289,0.626,0.209,0.144,0.357,0.169,0.06,0.043,3.449,4.889,15.012,32.89
36.15,35.05,0.541,0.275,0.094,0.065,1.29,0.629,0.21,0.145,0.356,0.169,0.06,0.043,3.45,4.878,14.943,32.614
36.15,35.15,0.555,0.276,0.094,0.065,1.314,0.631,0.209,0.145,0.361,0.171,0.061,0.043,3.46,4.876,15.002,33.09
36.15,35.25,0.551,0.277,0.096,0.066,1.309,0.633,0.212,0.148,0.359,0.172,0.061,0.044,3.527,4.953,15.029,32.823
36.15,35.35,0.583,0.292,0.1,0.07,1.386,0.666,0.222,0.153,0.374,0.178,0.063,0.045,3.696,5.192,15.701,34.644
36.15,35.45,0.6,0.302,0.105,0.074,1.431,0.694,0.233,0.161,0.386,0.184,0.065,0.046,3.875,5.463,16.422,35.863
36.15,35.55,0.625,0.318,0.111,0.077,1.503,0.736,0.248,0.17,0.402,0.193,0.068,0.048,4.083,5.804,17.515,37.571
36.15,35.65,0.65,0.331,0.116,0.081,1.567,0.771,0.261,0.18,0.416,0.2,0.07,0.049,4.316,6.165,18.521,39.454
36.15,35.75,0.628,0.327,0.12,0.084,1.524,0.766,0.272,0.189,0.411,0.202,0.073,0.051,4.588,6.542,18.665,38.677
36.15,35.85,0.608,0.328,0.126,0.088,1.488,0.778,0.289,0.202,0.413,0.207,0.076,0.053,4.926,7.075,19.337,38.34
36.15,35.95,0.675,0.371,0.138,0.094,1.671,0.88,0.312,0.214,0.457,0.231,0.08,0.055,5.299,7.744,22.369,42.92
36.15,36.05,0.857,0.45,0.148,0.099,2.122,1.07,0.333,0.222,0.567,0.274,0.084,0.057,5.497,8.27,27.909,54.666
36.15,36.15,0.958,0.478,0.148,0.1,2.328,1.124,0.335,0.224,0.644,0.292,0.085,0.057,5.569,8.37,29.802,62.079
36.15,36.25,0.828,0.428,0.146,0.099,2.023,1.009,0.329,0.223,0.547,0.263,0.084,0.057,5.569,8.259,26.422,52.56
36.15,36.35,0.723,0.388,0.141,0.096,1.779,0.914,0.318,0.219,0.498,0.242,0.081,0.056,5.481,7.986,23.746,47.112
36.15,36.45,0.671,0.359,0.133,0.091,1.648,0.848,0.302,0.21,0.465,0.228,0.079,0.054,5.307,7.624,22.035,43.661
36.15,36.55,0.561,0.308,0.121,0.084,1.37,0.727,0.277,0.194,0.4,0.205,0.075,0.052,4.951,7.066,19,36.357
36.15,36.65,0.524,0.291,0.115,0.081,1.275,0.678,0.262,0.184,0.369,0.193,0.073,0.051,4.732,6.723,17.625,33.33
36.15,36.75,0.515,0.286,0.113,0.079,1.25,0.664,0.256,0.179,0.356,0.188,0.071,0.049,4.617,6.563,17.061,32.177
36.15,36.85,0.513,0.283,0.111,0.078,1.242,0.656,0.252,0.175,0.346,0.183,0.07,0.048,4.515,6.411,16.602,31.383
36.15,36.95,0.537,0.29,0.111,0.077,1.297,0.671,0.25,0.173,0.351,0.183,0.069,0.048,4.433,6.311,16.74,32.403
36.15,37.05,0.608,0.307,0.111,0.077,1.472,0.713,0.251,0.172,0.387,0.189,0.068,0.047,4.369,6.257,17.642,37.03
36.15,37.15,0.608,0.309,0.111,0.076,1.471,0.717,0.25,0.17,0.378,0.186,0.067,0.046,4.296,6.161,17.495,36.275
36.15,37.25,0.564,0.297,0.109,0.075,1.36,0.687,0.246,0.168,0.348,0.177,0.065,0.045,4.216,6.037,16.513,32.791
36.15,37.35,0.541,0.288,0.107,0.073,1.304,0.666,0.241,0.164,0.333,0.171,0.064,0.044,4.135,5.929,15.91,31.245
36.15,37.45,0.535,0.287,0.106,0.071,1.297,0.666,0.238,0.16,0.332,0.17,0.063,0.043,4.063,5.874,15.966,31.205
36.15,37.55,0.616,0.314,0.104,0.068,1.5,0.734,0.235,0.155,0.376,0.182,0.062,0.042,3.985,5.868,17.793,36.706
36.15,37.65,0.75,0.345,0.101,0.064,1.79,0.803,0.227,0.148,0.458,0.197,0.061,0.041,3.871,5.747,19.924,46.157
36.15,37.75,0.682,0.324,0.095,0.061,1.646,0.756,0.216,0.14,0.41,0.185,0.059,0.039,3.74,5.541,18.645,41.306
36.15,37.85,0.536,0.271,0.088,0.057,1.294,0.631,0.202,0.13,0.324,0.16,0.056,0.038,3.555,5.281,15.496,31.499
36.15,37.95,0.479,0.238,0.08,0.054,1.151,0.558,0.182,0.12,0.291,0.146,0.053,0.036,3.368,4.919,13.747,27.958
36.15,38.05,0.42,0.205,0.072,0.048,1.004,0.474,0.161,0.109,0.268,0.133,0.05,0.034,3.151,4.517,12.264,25.345
36.15,38.15,0.375,0.18,0.064,0.044,0.895,0.42,0.145,0.1,0.246,0.124,0.047,0.033,2.981,4.221,11.282,22.965
36.15,38.25,0.364,0.167,0.059,0.041,0.861,0.387,0.132,0.092,0.236,0.118,0.045,0.031,2.867,4.02,10.655,22.177
36.15,38.35,0.342,0.156,0.055,0.039,0.81,0.359,0.123,0.087,0.223,0.112,0.043,0.031,2.784,3.87,10.027,20.756
36.15,38.45,0.305,0.145,0.053,0.038,0.721,0.334,0.117,0.083,0.203,0.107,0.042,0.03,2.725,3.758,9.383,18.425
36.15,38.55,0.29,0.139,0.051,0.037,0.682,0.32,0.114,0.081,0.194,0.103,0.041,0.029,2.682,3.653,8.995,17.421
36.15,38.65,0.296,0.142,0.052,0.037,0.697,0.326,0.114,0.081,0.194,0.102,0.041,0.029,2.661,3.625,8.967,17.556
36.15,38.75,0.321,0.151,0.053,0.037,0.757,0.347,0.117,0.082,0.202,0.104,0.041,0.029,2.695,3.685,9.275,18.601
36.15,38.85,0.336,0.162,0.055,0.039,0.799,0.373,0.123,0.085,0.217,0.113,0.044,0.032,2.855,3.964,10.119,19.96
36.15,38.95,0.363,0.177,0.058,0.04,0.868,0.41,0.129,0.088,0.233,0.121,0.047,0.033,2.96,4.133,10.907,21.607
36.15,39.05,0.438,0.205,0.06,0.041,1.052,0.469,0.134,0.09,0.271,0.134,0.05,0.035,3.069,4.32,12.409,26.155
36.15,39.15,0.597,0.232,0.061,0.042,1.401,0.533,0.137,0.092,0.358,0.149,0.052,0.037,3.156,4.446,14.085,36.671
36.15,39.25,0.414,0.197,0.061,0.042,0.99,0.451,0.136,0.093,0.264,0.135,0.052,0.038,3.216,4.481,12.219,24.805
36.15,39.35,0.358,0.172,0.06,0.042,0.849,0.398,0.133,0.093,0.242,0.129,0.053,0.038,3.282,4.496,11.24,21.791
36.15,39.45,0.339,0.162,0.06,0.043,0.801,0.374,0.133,0.095,0.239,0.129,0.054,0.039,3.377,4.562,11.036,21.093
36.15,39.55,0.348,0.167,0.062,0.045,0.823,0.385,0.137,0.099,0.246,0.134,0.056,0.041,3.554,4.749,11.362,21.607
36.15,39.65,0.376,0.18,0.065,0.047,0.888,0.414,0.146,0.105,0.261,0.141,0.058,0.043,3.786,5.033,12.039,23.049
36.15,39.75,0.398,0.189,0.068,0.05,0.942,0.435,0.153,0.11,0.279,0.15,0.061,0.045,3.937,5.314,12.818,24.768
36.15,39.85,0.41,0.194,0.073,0.054,0.972,0.447,0.161,0.116,0.295,0.157,0.064,0.047,4.105,5.55,13.471,26.152
36.15,39.95,0.393,0.196,0.077,0.057,0.933,0.453,0.171,0.125,0.302,0.164,0.068,0.05,4.315,5.834,13.946,25.898
36.15,40.05,0.411,0.208,0.083,0.061,0.978,0.48,0.186,0.137,0.323,0.176,0.073,0.053,4.591,6.213,14.969,27.71
36.15,40.15,0.419,0.221,0.091,0.068,1.006,0.515,0.208,0.152,0.347,0.19,0.078,0.056,4.978,6.73,16.052,29.223
36.15,40.25,0.44,0.243,0.105,0.077,1.065,0.572,0.234,0.17,0.383,0.209,0.084,0.06,5.45,7.481,17.623,31.538
36.15,40.35,0.524,0.297,0.123,0.089,1.28,0.7,0.285,0.206,0.451,0.243,0.095,0.067,6.047,8.46,20.975,37.406
36.15,40.45,0.763,0.425,0.162,0.113,1.89,1.015,0.373,0.259,0.606,0.313,0.112,0.077,7.255,10.51,28.568,52.209
36.15,40.55,0.96,0.531,0.214,0.145,2.387,1.27,0.49,0.326,0.745,0.379,0.137,0.088,8.47,13.024,44.188,86.901
36.15,40.65,0.923,0.536,0.219,0.154,2.321,1.293,0.509,0.354,0.74,0.391,0.141,0.093,9.079,13.516,35.471,63.151
36.15,40.75,0.953,0.552,0.226,0.159,2.385,1.33,0.529,0.368,0.763,0.404,0.146,0.096,9.371,14.039,36.679,65.138
36.15,40.85,1.059,0.594,0.238,0.16,2.645,1.423,0.556,0.369,0.817,0.414,0.15,0.096,9.306,14.582,46.439,88.841
36.15,40.95,0.973,0.554,0.21,0.145,2.439,1.322,0.481,0.328,0.756,0.388,0.132,0.087,8.43,12.676,36.131,66.074
36.15,41.05,0.715,0.405,0.163,0.114,1.759,0.962,0.377,0.263,0.565,0.297,0.111,0.076,7.204,10.406,26.557,48.164
36.15,41.15,0.51,0.294,0.122,0.086,1.245,0.693,0.284,0.201,0.428,0.234,0.092,0.064,5.763,8.21,20.272,35.386
36.15,41.25,0.433,0.242,0.101,0.071,1.048,0.572,0.227,0.16,0.361,0.202,0.081,0.057,4.979,7.072,16.928,29.781
36.15,41.35,0.402,0.217,0.086,0.06,0.963,0.508,0.199,0.137,0.322,0.181,0.074,0.052,4.4,6.252,15.163,26.647
36.15,41.45,0.386,0.204,0.078,0.054,0.923,0.473,0.177,0.121,0.297,0.166,0.068,0.047,4.045,5.753,13.958,24.631
36.15,41.55,0.379,0.195,0.073,0.049,0.906,0.454,0.163,0.11,0.281,0.157,0.063,0.044,3.798,5.412,13.117,23.446
36.15,41.65,0.384,0.193,0.068,0.045,0.918,0.45,0.153,0.102,0.272,0.151,0.06,0.041,3.508,5.099,12.659,23.105
36.15,41.75,0.414,0.198,0.063,0.042,0.992,0.458,0.144,0.092,0.278,0.148,0.057,0.039,3.252,4.793,12.606,24.272
36.15,41.85,0.471,0.203,0.059,0.038,1.129,0.469,0.132,0.084,0.301,0.149,0.054,0.037,3.024,4.512,12.872,27.575
36.15,41.95,0.49,0.198,0.054,0.035,1.181,0.46,0.121,0.077,0.328,0.151,0.052,0.034,2.825,4.243,13.053,30.498
36.15,42.05,0.523,0.218,0.052,0.032,1.275,0.51,0.114,0.072,0.353,0.157,0.049,0.032,2.653,4.062,14.038,32.862
36.15,42.15,0.629,0.263,0.05,0.03,1.568,0.613,0.11,0.067,0.406,0.169,0.047,0.03,2.458,3.902,15.987,38.678
36.15,42.25,0.798,0.298,0.048,0.029,1.941,0.69,0.106,0.063,0.494,0.181,0.044,0.028,2.281,3.693,17.875,48.115
36.15,42.35,0.616,0.243,0.045,0.027,1.512,0.567,0.101,0.059,0.403,0.155,0.04,0.025,2.089,3.388,14.668,39.411
36.15,42.45,0.401,0.185,0.042,0.025,0.967,0.427,0.094,0.054,0.27,0.122,0.035,0.022,1.854,3.013,11.032,24.472
36.15,42.55,0.332,0.158,0.039,0.022,0.794,0.361,0.086,0.049,0.222,0.105,0.031,0.018,1.593,2.714,9.264,19.609
36.25,34.95,0.616,0.3,0.094,0.063,1.486,0.69,0.211,0.142,0.393,0.179,0.06,0.043,3.523,5.084,16.861,37.897
36.25,35.05,0.617,0.302,0.095,0.064,1.488,0.695,0.213,0.144,0.393,0.18,0.061,0.043,3.54,5.101,16.879,37.715
36.25,35.15,0.633,0.308,0.096,0.065,1.526,0.708,0.215,0.146,0.4,0.183,0.061,0.043,3.575,5.142,17.171,38.49
36.25,35.25,0.624,0.304,0.097,0.066,1.504,0.7,0.217,0.148,0.397,0.183,0.062,0.044,3.645,5.217,17.076,38.028
36.25,35.35,0.621,0.309,0.102,0.069,1.499,0.713,0.225,0.153,0.397,0.186,0.063,0.045,3.798,5.414,17.253,37.723
36.25,35.45,0.621,0.317,0.107,0.073,1.504,0.734,0.237,0.161,0.403,0.191,0.065,0.046,3.965,5.68,17.735,37.936
36.25,35.55,0.659,0.338,0.113,0.077,1.598,0.789,0.253,0.171,0.423,0.202,0.068,0.048,4.18,6.04,19.095,40.29
36.25,35.65,0.724,0.358,0.117,0.08,1.735,0.831,0.265,0.18,0.452,0.212,0.071,0.05,4.399,6.373,20.488,43.973
36.25,35.75,0.707,0.35,0.12,0.083,1.695,0.816,0.272,0.187,0.445,0.211,0.073,0.051,4.633,6.66,20.322,43.219
36.25,35.85,0.665,0.34,0.123,0.086,1.611,0.8,0.284,0.197,0.431,0.21,0.075,0.053,4.921,7.044,20.118,41.436
36.25,35.95,0.663,0.351,0.131,0.091,1.624,0.83,0.299,0.208,0.44,0.219,0.078,0.055,5.272,7.561,21.092,41.884
36.25,36.05,0.679,0.37,0.139,0.095,1.677,0.878,0.314,0.217,0.458,0.232,0.081,0.056,5.473,7.965,22.466,43.201
36.25,36.15,0.712,0.39,0.144,0.098,1.759,0.921,0.324,0.222,0.482,0.243,0.083,0.057,5.607,8.233,23.789,45.414
36.25,36.25,0.822,0.43,0.148,0.101,2.017,1.017,0.335,0.227,0.562,0.269,0.085,0.058,5.701,8.474,26.778,53.505
36.25,36.35,0.883,0.448,0.149,0.101,2.169,1.062,0.336,0.227,0.614,0.281,0.086,0.058,5.697,8.485,28.262,58.993
36.25,36.45,0.92,0.464,0.147,0.099,2.251,1.096,0.331,0.223,0.635,0.288,0.085,0.057,5.609,8.356,29.302,60.991
36.25,36.55,0.731,0.393,0.138,0.093,1.797,0.923,0.312,0.213,0.51,0.248,0.081,0.055,5.413,7.949,24.278,47.625
36.25,36.65,0.633,0.348,0.129,0.088,1.574,0.829,0.296,0.205,0.451,0.228,0.079,0.054,5.2,7.586,21.796,41.632
36.25,36.75,0.583,0.322,0.124,0.085,1.436,0.766,0.285,0.196,0.416,0.213,0.076,0.053,4.999,7.285,20.022,37.964
36.25,36.85,0.532,0.296,0.117,0.082,1.298,0.694,0.268,0.186,0.374,0.197,0.074,0.051,4.789,6.872,17.953,33.828
36.25,36.95,0.523,0.291,0.115,0.08,1.272,0.679,0.262,0.182,0.359,0.19,0.072,0.05,4.661,6.671,17.318,32.461
36.25,37.05,0.578,0.306,0.115,0.079,1.404,0.713,0.26,0.179,0.383,0.194,0.071,0.049,4.563,6.567,18.018,35.707
36.25,37.15,0.66,0.325,0.114,0.078,1.594,0.756,0.258,0.176,0.417,0.2,0.07,0.048,4.463,6.45,18.97,40.626
36.25,37.25,0.675,0.327,0.112,0.077,1.624,0.758,0.253,0.172,0.419,0.197,0.068,0.047,4.361,6.299,18.828,41.184
36.25,37.35,0.59,0.304,0.109,0.075,1.429,0.706,0.247,0.168,0.367,0.183,0.066,0.045,4.258,6.14,17.281,34.992
36.25,37.45,0.54,0.289,0.107,0.073,1.31,0.672,0.24,0.163,0.34,0.175,0.064,0.044,4.165,6.029,16.41,31.896
