LON,LAT,PGA-DD1,PGA-DD2,PGA-DD3,PGA-DD4,Ss-DD1,Ss-DD2,Ss-DD3,Ss-DD4,S1-DD1,S1-DD2,S1-DD3,S1-DD4,PGV-DD4,PGV-DD3,PGV-DD2,PGV-DD1
36.25,37.55,0.613,0.307,0.105,0.069,1.483,0.717,0.236,0.157,0.378,0.183,0.064,0.043,4.073,5.983,17.635,36.863
36.25,37.65,0.658,0.325,0.101,0.065,1.598,0.761,0.229,0.15,0.404,0.19,0.062,0.042,3.951,5.865,18.915,39.969
36.25,37.75,0.79,0.352,0.097,0.062,1.876,0.816,0.22,0.143,0.485,0.203,0.06,0.04,3.825,5.691,20.661,48.901
36.25,37.85,0.616,0.299,0.091,0.059,1.496,0.696,0.208,0.134,0.375,0.175,0.058,0.039,3.674,5.449,17.361,37.192
36.25,37.95,0.497,0.252,0.084,0.056,1.198,0.59,0.191,0.125,0.307,0.154,0.055,0.038,3.497,5.163,14.699,29.44
36.25,38.05,0.444,0.221,0.076,0.051,1.066,0.514,0.17,0.114,0.28,0.141,0.052,0.036,3.271,4.751,13.11,26.447
36.25,38.15,0.39,0.192,0.067,0.046,0.932,0.447,0.153,0.105,0.255,0.13,0.049,0.034,3.08,4.405,11.839,23.762
36.25,38.25,0.357,0.173,0.061,0.042,0.854,0.404,0.139,0.096,0.237,0.122,0.046,0.032,2.943,4.156,11.006,21.959
36.25,38.35,0.363,0.163,0.057,0.04,0.858,0.376,0.127,0.089,0.234,0.117,0.044,0.031,2.842,3.971,10.478,22.08
36.25,38.45,0.319,0.151,0.054,0.039,0.756,0.346,0.12,0.085,0.211,0.11,0.043,0.03,2.769,3.834,9.736,19.31
36.25,38.55,0.298,0.143,0.052,0.038,0.703,0.329,0.116,0.082,0.199,0.105,0.042,0.03,2.72,3.734,9.243,17.921
36.25,38.65,0.296,0.143,0.052,0.037,0.699,0.328,0.115,0.081,0.196,0.104,0.041,0.03,2.699,3.678,9.068,17.613
36.25,38.75,0.314,0.149,0.053,0.037,0.742,0.341,0.117,0.082,0.201,0.105,0.041,0.03,2.717,3.712,9.228,18.35
36.25,38.85,0.328,0.157,0.055,0.039,0.779,0.36,0.121,0.085,0.215,0.113,0.045,0.032,2.88,3.977,9.956,19.555
36.25,38.95,0.349,0.17,0.057,0.04,0.832,0.393,0.127,0.087,0.227,0.119,0.047,0.034,2.987,4.142,10.638,20.9
36.25,39.05,0.416,0.198,0.06,0.041,0.997,0.453,0.133,0.09,0.263,0.132,0.05,0.036,3.104,4.349,12.127,24.963
36.25,39.15,0.579,0.233,0.061,0.042,1.366,0.536,0.137,0.092,0.349,0.15,0.053,0.038,3.198,4.499,14.22,35.491
36.25,39.25,0.435,0.204,0.061,0.042,1.045,0.468,0.137,0.093,0.277,0.139,0.053,0.038,3.251,4.538,12.694,26.268
36.25,39.35,0.362,0.175,0.06,0.043,0.862,0.405,0.135,0.094,0.247,0.132,0.054,0.039,3.322,4.556,11.46,22.209
36.25,39.45,0.342,0.164,0.06,0.043,0.81,0.379,0.134,0.096,0.242,0.131,0.055,0.04,3.419,4.617,11.174,21.366
36.25,39.55,0.36,0.17,0.062,0.045,0.848,0.392,0.139,0.101,0.249,0.135,0.056,0.041,3.608,4.813,11.52,22.051
36.25,39.65,0.372,0.178,0.065,0.048,0.879,0.41,0.147,0.106,0.261,0.142,0.059,0.043,3.812,5.072,12.027,22.954
36.25,39.75,0.38,0.184,0.069,0.051,0.899,0.423,0.153,0.111,0.274,0.149,0.061,0.045,3.959,5.333,12.601,23.918
36.25,39.85,0.383,0.188,0.073,0.054,0.909,0.433,0.161,0.117,0.287,0.156,0.064,0.047,4.128,5.568,13.197,24.791
36.25,39.95,0.384,0.193,0.078,0.057,0.911,0.445,0.172,0.126,0.301,0.164,0.068,0.05,4.344,5.861,13.866,25.6
36.25,40.05,0.395,0.204,0.084,0.062,0.941,0.473,0.188,0.139,0.321,0.176,0.074,0.054,4.635,6.26,14.868,27.074
36.25,40.15,0.418,0.223,0.093,0.069,1.002,0.519,0.211,0.154,0.35,0.192,0.079,0.057,5.054,6.831,16.205,29.311
36.25,40.25,0.454,0.251,0.107,0.078,1.101,0.59,0.24,0.175,0.393,0.214,0.086,0.061,5.529,7.619,18.119,32.359
36.25,40.35,0.536,0.305,0.128,0.092,1.31,0.723,0.294,0.212,0.463,0.249,0.098,0.069,6.183,8.694,21.528,38.37
36.25,40.45,0.79,0.442,0.169,0.118,1.963,1.067,0.396,0.273,0.63,0.327,0.116,0.079,7.483,10.904,29.756,54.406
36.25,40.55,1.02,0.572,0.23,0.152,2.545,1.372,0.532,0.346,0.794,0.405,0.146,0.092,8.839,14.035,48.204,92.773
36.25,40.65,0.969,0.573,0.236,0.163,2.448,1.394,0.559,0.381,0.779,0.416,0.15,0.098,9.567,14.656,38.061,66.4
36.25,40.75,1.007,0.596,0.246,0.169,2.548,1.462,0.58,0.398,0.798,0.429,0.155,0.1,9.88,15.187,39.693,68.774
36.25,40.85,1.183,0.651,0.241,0.163,2.95,1.578,0.565,0.378,0.914,0.457,0.151,0.096,9.439,14.775,43.397,82.141
36.25,40.95,0.838,0.477,0.197,0.138,2.098,1.156,0.452,0.315,0.661,0.346,0.126,0.085,8.189,12.007,31.489,57.348
36.25,41.05,0.617,0.352,0.15,0.107,1.522,0.841,0.341,0.241,0.498,0.27,0.106,0.073,6.699,9.598,23.573,42.09
36.25,41.15,0.476,0.273,0.115,0.082,1.161,0.644,0.265,0.187,0.402,0.222,0.089,0.062,5.547,7.87,18.918,32.968
36.25,41.25,0.424,0.234,0.097,0.068,1.023,0.554,0.22,0.154,0.348,0.195,0.079,0.056,4.809,6.836,16.361,28.781
36.25,41.35,0.401,0.214,0.084,0.059,0.96,0.501,0.194,0.133,0.314,0.177,0.073,0.051,4.305,6.127,14.86,26.07
36.25,41.45,0.389,0.203,0.077,0.053,0.929,0.472,0.174,0.118,0.292,0.164,0.067,0.047,3.985,5.68,13.762,24.336
36.25,41.55,0.384,0.197,0.072,0.048,0.917,0.458,0.162,0.109,0.278,0.155,0.062,0.043,3.753,5.366,13.025,23.333
36.25,41.65,0.39,0.196,0.067,0.044,0.931,0.455,0.152,0.1,0.271,0.15,0.059,0.041,3.455,5.052,12.635,23.111
36.25,41.75,0.41,0.197,0.063,0.041,0.981,0.457,0.142,0.091,0.276,0.148,0.056,0.039,3.2,4.74,12.539,24.048
36.25,41.85,0.434,0.195,0.058,0.038,1.04,0.453,0.13,0.083,0.29,0.147,0.054,0.036,2.978,4.451,12.577,25.994
36.25,41.95,0.42,0.189,0.054,0.034,1.02,0.441,0.119,0.076,0.3,0.147,0.051,0.034,2.79,4.197,12.565,26.728
36.25,42.05,0.473,0.213,0.051,0.032,1.17,0.497,0.113,0.071,0.328,0.153,0.049,0.031,2.61,4.024,13.64,29.824
36.25,42.15,0.674,0.268,0.049,0.03,1.665,0.622,0.109,0.066,0.425,0.171,0.046,0.029,2.422,3.86,16.217,40.923
36.25,42.25,0.808,0.294,0.047,0.029,1.958,0.678,0.105,0.062,0.504,0.179,0.044,0.027,2.248,3.64,17.619,49.397
36.25,42.35,0.551,0.227,0.045,0.027,1.338,0.529,0.1,0.058,0.36,0.147,0.04,0.024,2.054,3.337,13.734,34.509
36.25,42.45,0.38,0.178,0.042,0.024,0.915,0.412,0.093,0.054,0.257,0.118,0.034,0.021,1.806,2.96,10.612,23.052
36.25,42.55,0.326,0.155,0.039,0.022,0.78,0.354,0.085,0.048,0.216,0.103,0.03,0.018,1.557,2.672,9.042,19.052
36.35,34.95,0.67,0.31,0.091,0.061,1.6,0.714,0.207,0.137,0.415,0.183,0.059,0.042,3.529,5.12,17.719,41.183
36.35,35.05,0.684,0.316,0.093,0.062,1.629,0.727,0.209,0.139,0.421,0.186,0.06,0.042,3.555,5.157,17.994,41.859
36.35,35.15,0.699,0.323,0.095,0.063,1.663,0.744,0.213,0.142,0.428,0.189,0.061,0.043,3.606,5.229,18.396,42.63
36.35,35.25,0.697,0.322,0.096,0.064,1.657,0.74,0.216,0.145,0.428,0.19,0.062,0.043,3.681,5.308,18.387,42.519
36.35,35.35,0.685,0.321,0.099,0.067,1.632,0.739,0.222,0.15,0.425,0.192,0.063,0.044,3.808,5.46,18.363,41.943
36.35,35.45,0.68,0.327,0.105,0.071,1.628,0.758,0.234,0.157,0.429,0.196,0.065,0.046,3.968,5.716,18.736,41.983
36.35,35.55,0.714,0.352,0.111,0.075,1.712,0.817,0.251,0.167,0.448,0.207,0.068,0.047,4.19,6.097,20.088,43.597
36.35,35.65,0.707,0.353,0.114,0.078,1.701,0.822,0.259,0.174,0.445,0.209,0.07,0.049,4.381,6.356,20.401,43.176
36.35,35.75,0.679,0.342,0.116,0.08,1.641,0.8,0.264,0.18,0.432,0.207,0.071,0.05,4.576,6.58,19.978,41.743
36.35,35.85,0.688,0.346,0.12,0.083,1.662,0.811,0.275,0.189,0.438,0.211,0.074,0.052,4.831,6.936,20.511,42.56
36.35,35.95,0.71,0.359,0.126,0.087,1.717,0.843,0.29,0.201,0.454,0.221,0.077,0.054,5.133,7.402,21.559,44.137
36.35,36.05,0.737,0.374,0.132,0.091,1.779,0.877,0.302,0.209,0.473,0.231,0.08,0.055,5.377,7.755,22.612,45.939
36.35,36.15,0.738,0.381,0.138,0.095,1.788,0.895,0.314,0.217,0.483,0.238,0.082,0.056,5.552,8.062,23.224,46.489
36.35,36.25,0.755,0.396,0.144,0.099,1.835,0.931,0.325,0.223,0.505,0.249,0.084,0.057,5.686,8.333,24.368,48.175
36.35,36.35,0.753,0.405,0.147,0.1,1.847,0.957,0.331,0.226,0.523,0.257,0.085,0.058,5.743,8.463,25.165,49.03
36.35,36.45,0.964,0.491,0.152,0.102,2.356,1.156,0.345,0.229,0.664,0.306,0.088,0.058,5.786,8.758,31.143,63.437
36.35,36.55,1.091,0.557,0.157,0.103,2.651,1.29,0.355,0.23,0.758,0.34,0.09,0.059,5.781,8.958,35.192,71.881
36.35,36.65,0.952,0.506,0.155,0.101,2.362,1.197,0.351,0.227,0.653,0.312,0.088,0.058,5.702,8.843,31.826,62.065
36.35,36.75,0.76,0.418,0.146,0.096,1.883,0.992,0.328,0.218,0.53,0.264,0.084,0.056,5.514,8.323,25.977,49.227
36.35,36.85,0.61,0.343,0.131,0.089,1.523,0.819,0.299,0.206,0.438,0.226,0.079,0.054,5.247,7.679,21.447,40.109
36.35,36.95,0.564,0.318,0.125,0.086,1.387,0.755,0.288,0.199,0.402,0.211,0.077,0.053,5.044,7.366,19.573,36.236
36.35,37.05,0.559,0.311,0.121,0.083,1.369,0.735,0.279,0.191,0.391,0.205,0.075,0.051,4.863,7.078,18.923,35.425
36.35,37.15,0.59,0.316,0.118,0.081,1.443,0.742,0.27,0.185,0.398,0.203,0.073,0.05,4.698,6.835,18.967,36.919
36.35,37.25,0.626,0.321,0.115,0.079,1.528,0.751,0.262,0.179,0.403,0.201,0.071,0.048,4.551,6.598,18.998,38.463
36.35,37.35,0.666,0.32,0.112,0.077,1.604,0.745,0.253,0.173,0.424,0.198,0.069,0.047,4.415,6.383,18.764,41.32
36.35,37.45,0.562,0.294,0.108,0.074,1.362,0.685,0.244,0.167,0.359,0.183,0.066,0.045,4.292,6.206,17.123,33.857
36.35,37.55,0.566,0.293,0.105,0.07,1.365,0.681,0.236,0.159,0.355,0.18,0.065,0.044,4.173,6.087,17.022,33.809
36.35,37.65,0.588,0.296,0.101,0.066,1.422,0.691,0.227,0.152,0.366,0.181,0.063,0.043,4.034,5.936,17.375,35.461
36.35,37.75,0.649,0.314,0.097,0.063,1.577,0.736,0.22,0.145,0.403,0.188,0.061,0.041,3.9,5.783,18.586,39.864
36.35,37.85,0.706,0.318,0.092,0.06,1.687,0.741,0.211,0.137,0.439,0.189,0.059,0.04,3.773,5.583,18.842,44.054
36.35,37.95,0.544,0.273,0.087,0.057,1.314,0.637,0.199,0.129,0.342,0.166,0.057,0.038,3.594,5.344,16.067,32.952
36.35,38.05,0.477,0.24,0.079,0.053,1.152,0.564,0.18,0.119,0.303,0.151,0.054,0.037,3.383,4.984,14.312,28.867
36.35,38.15,0.426,0.211,0.072,0.048,1.019,0.488,0.161,0.109,0.271,0.137,0.051,0.035,3.187,4.615,12.683,25.506
36.35,38.25,0.367,0.182,0.064,0.044,0.879,0.423,0.146,0.1,0.245,0.126,0.048,0.033,3.023,4.299,11.425,22.606
36.35,38.35,0.39,0.169,0.059,0.041,0.914,0.393,0.132,0.092,0.249,0.121,0.046,0.032,2.905,4.078,10.882,23.708
36.35,38.45,0.352,0.158,0.055,0.039,0.83,0.364,0.123,0.087,0.226,0.115,0.044,0.031,2.82,3.922,10.231,21.261
36.35,38.55,0.319,0.15,0.053,0.038,0.756,0.344,0.118,0.084,0.21,0.109,0.043,0.03,2.763,3.816,9.673,19.19
36.35,38.65,0.301,0.145,0.052,0.038,0.712,0.333,0.116,0.082,0.2,0.106,0.042,0.03,2.732,3.752,9.282,18.01
36.35,38.75,0.304,0.147,0.053,0.038,0.719,0.336,0.117,0.083,0.206,0.11,0.044,0.031,2.827,3.893,9.555,18.414
36.35,38.85,0.324,0.154,0.055,0.039,0.767,0.354,0.121,0.085,0.214,0.114,0.046,0.033,2.906,4.003,9.928,19.375
36.35,38.95,0.341,0.165,0.056,0.04,0.812,0.381,0.125,0.087,0.225,0.119,0.048,0.035,3.01,4.156,10.512,20.535
36.35,39.05,0.394,0.188,0.059,0.041,0.94,0.434,0.131,0.09,0.254,0.13,0.051,0.037,3.131,4.363,11.773,23.699
36.35,39.15,0.541,0.225,0.061,0.042,1.279,0.516,0.136,0.092,0.327,0.148,0.053,0.038,3.223,4.519,13.837,32.873
36.35,39.25,0.459,0.209,0.061,0.042,1.103,0.478,0.137,0.093,0.289,0.143,0.054,0.039,3.298,4.598,13.064,27.855
36.35,39.35,0.368,0.178,0.061,0.043,0.875,0.41,0.135,0.095,0.251,0.134,0.054,0.039,3.351,4.598,11.647,22.605
36.35,39.45,0.343,0.165,0.06,0.044,0.814,0.381,0.135,0.097,0.245,0.132,0.055,0.04,3.448,4.656,11.277,21.57
36.35,39.55,0.35,0.167,0.062,0.045,0.827,0.385,0.139,0.101,0.25,0.136,0.057,0.042,3.62,4.824,11.502,21.924
36.35,39.65,0.366,0.175,0.065,0.048,0.865,0.403,0.146,0.106,0.261,0.142,0.059,0.043,3.82,5.082,11.996,22.852
36.35,39.75,0.373,0.18,0.069,0.051,0.881,0.415,0.153,0.111,0.272,0.148,0.062,0.045,3.973,5.345,12.519,23.652
36.35,39.85,0.375,0.184,0.073,0.054,0.889,0.425,0.161,0.117,0.286,0.156,0.065,0.048,4.145,5.58,13.1,24.48
36.35,39.95,0.38,0.191,0.078,0.057,0.902,0.441,0.173,0.127,0.301,0.165,0.069,0.051,4.368,5.885,13.855,25.546
36.35,40.05,0.395,0.204,0.084,0.063,0.94,0.473,0.19,0.141,0.323,0.177,0.074,0.054,4.676,6.31,14.947,27.217
36.35,40.15,0.444,0.229,0.095,0.071,1.064,0.534,0.214,0.156,0.362,0.197,0.08,0.057,5.128,6.938,16.684,30.852
36.35,40.25,0.494,0.263,0.11,0.08,1.188,0.615,0.247,0.179,0.409,0.221,0.088,0.062,5.604,7.759,18.905,34.396
36.35,40.35,0.549,0.314,0.132,0.096,1.344,0.748,0.304,0.217,0.474,0.256,0.101,0.07,6.32,8.942,22.086,39.279
36.35,40.45,0.802,0.455,0.177,0.123,2.004,1.104,0.413,0.286,0.644,0.337,0.12,0.081,7.662,11.293,30.61,55.466
36.35,40.55,1.057,0.615,0.247,0.16,2.65,1.525,0.573,0.367,0.814,0.436,0.154,0.095,9.196,14.974,50.95,95.303
36.35,40.65,1.041,0.623,0.26,0.174,2.643,1.543,0.607,0.408,0.819,0.446,0.16,0.102,10.079,15.773,41.267,70.667
36.35,40.75,1.141,0.668,0.287,0.183,2.888,1.634,0.66,0.423,0.854,0.459,0.171,0.105,10.376,17.145,47.47,81.275
36.35,40.85,1.093,0.635,0.25,0.166,2.762,1.562,0.586,0.388,0.821,0.441,0.154,0.097,9.555,15.249,41.567,72.713
36.35,40.95,0.767,0.441,0.187,0.131,1.9,1.07,0.433,0.303,0.603,0.323,0.122,0.082,7.943,11.585,29.099,51.817
36.35,41.05,0.549,0.317,0.138,0.098,1.347,0.763,0.316,0.224,0.456,0.252,0.101,0.069,6.283,9.004,21.769,38.104
36.35,41.15,0.452,0.257,0.109,0.078,1.101,0.609,0.249,0.175,0.38,0.213,0.086,0.06,5.363,7.599,17.93,31.198
36.35,41.25,0.416,0.227,0.093,0.065,1,0.535,0.213,0.149,0.335,0.189,0.078,0.054,4.651,6.62,15.842,27.794
36.35,41.35,0.399,0.211,0.083,0.057,0.953,0.493,0.188,0.129,0.307,0.173,0.071,0.05,4.213,6.006,14.569,25.509
36.35,41.45,0.389,0.202,0.076,0.052,0.929,0.47,0.171,0.116,0.288,0.162,0.066,0.046,3.926,5.606,13.571,24.039
36.35,41.55,0.386,0.197,0.071,0.047,0.921,0.459,0.16,0.107,0.275,0.154,0.062,0.043,3.68,5.316,12.92,23.182
36.35,41.65,0.389,0.196,0.066,0.044,0.929,0.455,0.151,0.098,0.269,0.149,0.059,0.04,3.396,4.988,12.555,22.941
36.35,41.75,0.394,0.194,0.061,0.04,0.941,0.449,0.139,0.089,0.269,0.146,0.056,0.038,3.146,4.675,12.367,23.288
36.35,41.85,0.367,0.182,0.057,0.037,0.89,0.424,0.126,0.081,0.273,0.143,0.053,0.036,2.927,4.372,12.074,23.286
36.35,41.95,0.396,0.187,0.053,0.034,0.96,0.435,0.117,0.075,0.29,0.145,0.05,0.033,2.752,4.149,12.42,25.217
36.35,42.05,0.505,0.219,0.05,0.031,1.246,0.512,0.111,0.069,0.339,0.155,0.048,0.031,2.566,3.981,13.924,31.15
36.35,42.15,0.736,0.279,0.048,0.03,1.802,0.644,0.107,0.065,0.454,0.174,0.046,0.029,2.382,3.809,16.78,44.123
36.35,42.25,0.786,0.283,0.047,0.028,1.891,0.651,0.103,0.061,0.499,0.174,0.043,0.027,2.21,3.572,16.939,49.198
36.35,42.35,0.488,0.212,0.044,0.026,1.194,0.49,0.098,0.057,0.325,0.139,0.039,0.024,2.017,3.274,12.78,30.643
36.35,42.45,0.361,0.171,0.041,0.024,0.869,0.396,0.091,0.053,0.244,0.113,0.034,0.02,1.757,2.898,10.172,21.803
36.35,42.55,0.32,0.152,0.038,0.021,0.761,0.345,0.083,0.047,0.21,0.1,0.029,0.017,1.515,2.603,8.789,18.467
36.45,34.95,0.559,0.275,0.086,0.058,1.337,0.633,0.195,0.129,0.363,0.166,0.057,0.041,3.464,4.972,15.669,34.426
36.45,35.05,0.567,0.28,0.088,0.059,1.361,0.644,0.198,0.131,0.367,0.168,0.058,0.041,3.496,5.018,15.884,34.94
36.45,35.15,0.578,0.287,0.09,0.06,1.391,0.659,0.203,0.135,0.374,0.171,0.059,0.042,3.556,5.104,16.21,35.602
36.45,35.25,0.587,0.291,0.092,0.062,1.414,0.67,0.208,0.139,0.379,0.174,0.06,0.042,3.644,5.223,16.484,36.136
36.45,35.35,0.594,0.295,0.095,0.064,1.433,0.682,0.214,0.145,0.384,0.177,0.061,0.043,3.775,5.378,16.801,36.659
36.45,35.45,0.605,0.303,0.099,0.067,1.463,0.702,0.223,0.151,0.393,0.183,0.062,0.044,3.907,5.584,17.31,37.5
36.45,35.55,0.631,0.318,0.105,0.071,1.533,0.743,0.236,0.159,0.411,0.191,0.065,0.046,4.086,5.873,18.264,39.377
36.45,35.65,0.634,0.323,0.108,0.074,1.539,0.755,0.244,0.165,0.412,0.194,0.067,0.047,4.265,6.119,18.614,39.394
36.45,35.75,0.629,0.318,0.11,0.076,1.524,0.743,0.249,0.17,0.41,0.195,0.069,0.049,4.436,6.326,18.638,39.316
36.45,35.85,0.652,0.329,0.114,0.079,1.58,0.774,0.26,0.178,0.424,0.204,0.071,0.05,4.662,6.67,19.64,40.85
36.45,35.95,0.717,0.36,0.121,0.083,1.736,0.842,0.277,0.189,0.467,0.22,0.075,0.052,4.929,7.126,21.691,45.192
36.45,36.05,0.766,0.383,0.127,0.087,1.847,0.892,0.291,0.2,0.501,0.234,0.078,0.054,5.207,7.526,23.221,48.523
36.45,36.15,0.736,0.376,0.132,0.091,1.783,0.884,0.301,0.208,0.489,0.235,0.08,0.055,5.413,7.812,23.102,46.892
36.45,36.25,0.689,0.367,0.136,0.094,1.687,0.868,0.31,0.215,0.472,0.234,0.081,0.056,5.554,8.029,22.734,44.412
36.45,36.35,0.673,0.367,0.139,0.096,1.657,0.871,0.317,0.219,0.477,0.239,0.083,0.057,5.652,8.193,22.966,44.329
36.45,36.45,0.756,0.414,0.148,0.101,1.867,0.981,0.336,0.227,0.536,0.265,0.086,0.058,5.785,8.613,26.029,49.765
36.45,36.55,0.92,0.493,0.159,0.105,2.287,1.174,0.362,0.235,0.635,0.308,0.091,0.059,5.926,9.182,31.21,60.192
36.45,36.65,1.125,0.591,0.169,0.107,2.768,1.393,0.386,0.242,0.778,0.365,0.095,0.06,6.026,9.71,37.791,73.503
36.45,36.75,1.119,0.592,0.169,0.107,2.759,1.396,0.386,0.241,0.776,0.365,0.095,0.06,5.972,9.66,37.792,73.142
36.45,36.85,0.883,0.481,0.157,0.102,2.212,1.151,0.356,0.23,0.613,0.302,0.089,0.058,5.752,8.965,30.347,57.795
36.45,36.95,0.756,0.419,0.148,0.098,1.875,0.994,0.334,0.222,0.526,0.264,0.085,0.056,5.573,8.416,25.886,48.842
36.45,37.05,0.662,0.37,0.136,0.092,1.648,0.878,0.31,0.211,0.467,0.238,0.081,0.054,5.332,7.878,22.874,43.027
36.45,37.15,0.599,0.332,0.126,0.086,1.484,0.791,0.29,0.2,0.423,0.218,0.077,0.053,5.052,7.432,20.608,38.843
36.45,37.25,0.581,0.313,0.12,0.083,1.423,0.739,0.276,0.191,0.403,0.205,0.074,0.051,4.844,7.024,19.097,37.148
36.45,37.35,0.601,0.311,0.116,0.08,1.465,0.73,0.265,0.183,0.401,0.2,0.072,0.049,4.668,6.73,18.749,37.84
36.45,37.45,0.578,0.296,0.111,0.077,1.399,0.692,0.251,0.173,0.381,0.19,0.069,0.047,4.478,6.446,17.706,35.948
36.45,37.55,0.567,0.286,0.105,0.073,1.36,0.666,0.238,0.163,0.364,0.182,0.066,0.045,4.299,6.215,17.002,34.594
36.45,37.65,0.536,0.276,0.1,0.068,1.295,0.646,0.226,0.154,0.342,0.175,0.064,0.044,4.122,6.001,16.495,32.369
36.45,37.75,0.544,0.281,0.096,0.064,1.32,0.656,0.219,0.147,0.347,0.176,0.062,0.042,3.973,5.84,16.759,33.017
36.45,37.85,0.634,0.302,0.093,0.061,1.538,0.705,0.212,0.14,0.403,0.185,0.061,0.041,3.841,5.685,18.081,39.781
36.45,37.95,0.649,0.306,0.089,0.058,1.574,0.713,0.204,0.132,0.413,0.184,0.058,0.039,3.692,5.493,18.219,41.034
36.45,38.05,0.558,0.273,0.083,0.055,1.343,0.634,0.189,0.123,0.35,0.166,0.056,0.038,3.498,5.223,16.13,34.034
36.45,38.15,0.46,0.229,0.076,0.051,1.108,0.535,0.17,0.114,0.292,0.146,0.053,0.036,3.298,4.83,13.715,27.731
36.45,38.25,0.386,0.193,0.067,0.046,0.924,0.449,0.153,0.105,0.255,0.131,0.05,0.034,3.115,4.463,11.931,23.559
36.45,38.35,0.371,0.175,0.061,0.042,0.882,0.406,0.138,0.096,0.242,0.123,0.047,0.033,2.973,4.195,11.122,22.681
36.45,38.45,0.391,0.165,0.057,0.04,0.915,0.382,0.127,0.089,0.246,0.119,0.045,0.032,2.871,4.01,10.666,23.614
36.45,38.55,0.36,0.157,0.054,0.039,0.849,0.362,0.121,0.085,0.228,0.114,0.044,0.031,2.802,3.883,10.167,21.628
36.45,38.65,0.317,0.149,0.053,0.038,0.754,0.343,0.117,0.083,0.209,0.109,0.043,0.031,2.769,3.812,9.611,19.039
36.45,38.75,0.308,0.148,0.053,0.038,0.73,0.34,0.118,0.084,0.209,0.113,0.045,0.032,2.876,3.965,9.766,18.663
36.45,38.85,0.32,0.153,0.054,0.039,0.758,0.35,0.12,0.085,0.214,0.115,0.047,0.034,2.946,4.05,9.969,19.246
36.45,38.95,0.333,0.161,0.056,0.04,0.793,0.371,0.124,0.087,0.223,0.119,0.048,0.035,3.034,4.172,10.399,20.166
36.45,39.05,0.368,0.178,0.058,0.041,0.88,0.411,0.129,0.089,0.244,0.128,0.051,0.037,3.149,4.362,11.358,22.353
36.45,39.15,0.492,0.212,0.06,0.042,1.171,0.484,0.134,0.092,0.301,0.143,0.053,0.038,3.242,4.522,13.205,29.787
36.45,39.25,0.514,0.215,0.061,0.042,1.216,0.492,0.136,0.093,0.312,0.147,0.054,0.039,3.326,4.628,13.562,31.025
36.45,39.35,0.379,0.181,0.061,0.043,0.901,0.418,0.135,0.095,0.257,0.136,0.055,0.039,3.382,4.645,11.916,23.285
36.45,39.45,0.343,0.166,0.061,0.044,0.815,0.383,0.135,0.097,0.247,0.134,0.055,0.04,3.473,4.693,11.393,21.744
36.45,39.55,0.337,0.163,0.062,0.045,0.799,0.376,0.138,0.101,0.249,0.136,0.057,0.042,3.62,4.824,11.462,21.692
36.45,39.65,0.361,0.172,0.065,0.048,0.851,0.396,0.146,0.106,0.261,0.142,0.059,0.043,3.821,5.083,11.967,22.728
36.45,39.75,0.368,0.178,0.068,0.051,0.869,0.41,0.153,0.111,0.272,0.149,0.062,0.046,3.982,5.354,12.49,23.529
36.45,39.85,0.372,0.183,0.073,0.054,0.88,0.421,0.161,0.118,0.286,0.156,0.065,0.048,4.164,5.601,13.1,24.431
36.45,39.95,0.379,0.19,0.078,0.058,0.898,0.44,0.173,0.128,0.303,0.165,0.069,0.051,4.392,5.913,13.899,25.609
36.45,40.05,0.395,0.205,0.085,0.063,0.938,0.473,0.192,0.143,0.325,0.179,0.075,0.054,4.716,6.36,15.024,27.324
36.45,40.15,0.44,0.231,0.097,0.072,1.056,0.539,0.217,0.159,0.364,0.199,0.081,0.058,5.201,7.037,16.818,30.745
36.45,40.25,0.526,0.272,0.112,0.082,1.258,0.637,0.254,0.185,0.428,0.228,0.089,0.063,5.682,7.903,19.578,36.573
36.45,40.35,0.572,0.327,0.138,0.099,1.406,0.785,0.315,0.224,0.489,0.265,0.104,0.072,6.47,9.241,22.885,40.617
36.45,40.45,0.82,0.472,0.187,0.128,2.061,1.147,0.433,0.297,0.661,0.349,0.125,0.083,7.858,11.76,31.655,56.692
36.45,40.55,1.136,0.688,0.268,0.168,2.89,1.702,0.616,0.391,0.869,0.476,0.162,0.099,9.583,16,54.002,98.552
36.45,40.65,1.136,0.695,0.29,0.185,2.919,1.719,0.67,0.429,0.87,0.486,0.172,0.105,10.44,17.237,45.024,76.15
36.45,40.75,1.242,0.736,0.324,0.192,3.14,1.802,0.758,0.44,0.918,0.501,0.193,0.107,10.585,19.688,60.415,101.959
36.45,40.85,1.017,0.61,0.248,0.164,2.595,1.507,0.581,0.38,0.759,0.421,0.152,0.095,9.374,15.124,39.409,66.46
36.45,40.95,0.693,0.407,0.174,0.122,1.725,0.979,0.408,0.285,0.552,0.302,0.117,0.079,7.567,11.022,26.768,46.901
36.45,41.05,0.503,0.295,0.128,0.09,1.235,0.704,0.297,0.209,0.425,0.238,0.096,0.066,5.948,8.534,20.449,35.075
36.45,41.15,0.435,0.245,0.105,0.074,1.055,0.582,0.237,0.165,0.363,0.206,0.083,0.058,5.156,7.361,17.182,29.89
36.45,41.25,0.408,0.221,0.089,0.062,0.979,0.519,0.206,0.143,0.325,0.184,0.076,0.053,4.508,6.426,15.403,26.924
